ID,StartDate,StartTime,EndDate,EndTime,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year,Age,Age group,Weekday,Start station to end station
252422,13/01/2017,8:06,1/13/2017,8:23,1041,Carmine St & 6 Ave,Broadway & E 22 St,Subscriber,Male,1979,43,40-49,Friday,Carmine St & 6 Ave to Broadway & E 22 St
3670576,02/05/2017,19:38,5/2/2017,20:21,2555,W 41 St & 8 Ave,Broadway & W 53 St,Subscriber,Male,1982,40,40-49,Tuesday,W 41 St & 8 Ave to Broadway & W 53 St
5121541,01/06/2017,16:19,6/1/2017,16:28,528,John St & William St,Bayard St & Baxter St,Subscriber,Male,1966,56,50-59,Thursday,John St & William St to Bayard St & Baxter St
4729862,24/05/2017,8:15,5/24/2017,8:21,338,E 25 St & 1 Ave,E 24 St & Park Ave S,Subscriber,Male,1971,51,50-59,Wednesday,E 25 St & 1 Ave to E 24 St & Park Ave S
4766125,24/05/2017,18:02,5/24/2017,18:12,563,W Broadway & Spring St,W 13 St & 6 Ave,Subscriber,Male,1956,66,60-69,Wednesday,W Broadway & Spring St to W 13 St & 6 Ave
2321677,03/04/2017,9:56,4/3/2017,10:21,1481,Fulton St & Rockwell Pl,W 13 St & 5 Ave,Subscriber,Male,1976,46,40-49,Monday,Fulton St & Rockwell Pl to W 13 St & 5 Ave
6014149,16/06/2017,23:03,6/16/2017,23:07,209,E 4 St & 2 Ave,E 7 St & Avenue A,Subscriber,Male,1978,44,40-49,Friday,E 4 St & 2 Ave to E 7 St & Avenue A
2981738,18/04/2017,8:42,4/18/2017,8:48,378,1 Ave & E 68 St,E 55 St & 3 Ave,Subscriber,Male,1988,34,30-39,Tuesday,1 Ave & E 68 St to E 55 St & 3 Ave
4637472,21/05/2017,22:11,5/21/2017,22:23,690,Banker St & Meserole Ave,Metropolitan Ave & Bedford Ave,Non_Subscriber,Male,1981,41,40-49,Sunday,Banker St & Meserole Ave to Metropolitan Ave & Bedford Ave
3485563,29/04/2017,14:12,4/29/2017,14:36,1440,W 39 St & 9 Ave,Broadway & W 58 St,Non_Subscriber,Male,1981,41,40-49,Saturday,W 39 St & 9 Ave to Broadway & W 58 St
1852173,12/03/2017,18:11,3/12/2017,18:22,685,W 78 St & Broadway,W 47 St & 10 Ave,Subscriber,Male,1992,30,30-39,Sunday,W 78 St & Broadway to W 47 St & 10 Ave
1852067,12/03/2017,18:05,3/12/2017,18:14,571,8 Ave & W 16 St,W 20 St & 11 Ave,Subscriber,Male,1970,52,50-59,Sunday,8 Ave & W 16 St to W 20 St & 11 Ave
4428854,18/05/2017,10:32,5/18/2017,10:38,346,8 Ave & W 31 St,11 Ave & W 27 St,Subscriber,Male,1990,32,30-39,Thursday,8 Ave & W 31 St to 11 Ave & W 27 St
1802466,09/03/2017,19:28,3/9/2017,19:35,428,E 15 St & 3 Ave,E 3 St & 1 Ave,Subscriber,Male,1987,35,30-39,Thursday,E 15 St & 3 Ave to E 3 St & 1 Ave
3791506,04/05/2017,20:46,5/4/2017,21:01,902,Cherry St,E 27 St & 1 Ave,Subscriber,Male,1987,35,30-39,Thursday,Cherry St to E 27 St & 1 Ave
932001,08/02/2017,9:29,2/8/2017,9:37,449,Columbus Ave & W 72 St,11 Ave & W 59 St,Subscriber,Female,1985,37,30-39,Wednesday,Columbus Ave & W 72 St to 11 Ave & W 59 St
261652,13/01/2017,11:48,1/13/2017,12:00,709,York St & Jay St,Rivington St & Chrystie St,Subscriber,Male,1968,54,50-59,Friday,York St & Jay St to Rivington St & Chrystie St
5465012,07/06/2017,19:07,6/7/2017,19:13,348,West St & Chambers St,Watts St & Greenwich St,Subscriber,Male,1981,41,40-49,Wednesday,West St & Chambers St to Watts St & Greenwich St
5353666,05/06/2017,17:52,6/5/2017,18:10,1053,York St & Jay St,E 5 St & Avenue C,Subscriber,Male,1986,36,30-39,Monday,York St & Jay St to E 5 St & Avenue C
3244281,24/04/2017,7:51,4/24/2017,8:02,662,Cleveland Pl & Spring St,E 17 St & Broadway,Subscriber,Male,1967,55,50-59,Monday,Cleveland Pl & Spring St to E 17 St & Broadway
2674970,12/04/2017,7:12,4/12/2017,7:15,191,Hudson St & Reade St,Centre St & Chambers St,Subscriber,Male,1975,47,40-49,Wednesday,Hudson St & Reade St to Centre St & Chambers St
2722449,12/04/2017,22:58,4/12/2017,23:01,175,Bond St & Schermerhorn St,Bond St & Bergen St,Subscriber,Male,1974,48,40-49,Wednesday,Bond St & Schermerhorn St to Bond St & Bergen St
1544609,01/03/2017,17:37,3/1/2017,17:49,733,E 16 St & 5 Ave,St Marks Pl & 2 Ave,Subscriber,Male,1973,49,40-49,Wednesday,E 16 St & 5 Ave to St Marks Pl & 2 Ave
811593,03/02/2017,14:19,2/3/2017,14:23,278,5 Ave & E 78 St,5 Ave & E 73 St,Non_Subscriber,Male,1981,41,40-49,Friday,5 Ave & E 78 St to 5 Ave & E 73 St
4859668,27/05/2017,9:23,5/27/2017,9:58,2098,9 Ave & W 22 St,W 20 St & 11 Ave,Subscriber,Male,1977,45,40-49,Saturday,9 Ave & W 22 St to W 20 St & 11 Ave
2616793,11/04/2017,6:48,4/11/2017,6:52,252,Columbia Heights & Cranberry St,Hicks St & Montague St,Subscriber,Female,1987,35,30-39,Tuesday,Columbia Heights & Cranberry St to Hicks St & Montague St
2325362,03/04/2017,12:16,4/3/2017,12:49,1946,York St & Jay St,Rivington St & Chrystie St,Subscriber,Male,1985,37,30-39,Monday,York St & Jay St to Rivington St & Chrystie St
1855578,13/03/2017,5:46,3/13/2017,5:56,575,W 31 St & 7 Ave,E 15 St & 3 Ave,Subscriber,Male,1975,47,40-49,Monday,W 31 St & 7 Ave to E 15 St & 3 Ave
1740477,08/03/2017,14:48,3/8/2017,15:07,1118,E 53 St & Madison Ave,East End Ave & E 86 St,Subscriber,Male,1963,59,50-59,Wednesday,E 53 St & Madison Ave to East End Ave & E 86 St
5391272,06/06/2017,16:13,6/6/2017,17:00,2864,Bayard St & Baxter St,Bayard St & Baxter St,Subscriber,Male,1988,34,30-39,Tuesday,Bayard St & Baxter St to Bayard St & Baxter St
1988318,22/03/2017,17:52,3/22/2017,18:07,929,E 16 St & 5 Ave,W 33 St & 7 Ave,Subscriber,Male,1977,45,40-49,Wednesday,E 16 St & 5 Ave to W 33 St & 7 Ave
3231592,23/04/2017,18:30,4/23/2017,18:43,795,Pershing Square South,5 Ave & E 29 St,Non_Subscriber,Male,1981,41,40-49,Sunday,Pershing Square South to 5 Ave & E 29 St
1800756,09/03/2017,18:55,3/9/2017,19:04,569,2 Ave & E 31 St,6 Ave & W 33 St,Subscriber,Male,1983,39,30-39,Thursday,2 Ave & E 31 St to 6 Ave & W 33 St
4037086,10/05/2017,15:03,5/10/2017,15:19,943,E 2 St & Avenue B,Barclay St & Church St,Subscriber,Male,1987,35,30-39,Wednesday,E 2 St & Avenue B to Barclay St & Church St
6328501,22/06/2017,20:25,6/22/2017,20:59,2056,Riverside Dr & W 72 St,West St & Chambers St,Non_Subscriber,Male,1981,41,40-49,Thursday,Riverside Dr & W 72 St to West St & Chambers St
1873481,13/03/2017,17:37,3/13/2017,17:47,600,Carmine St & 6 Ave,E 19 St & 3 Ave,Subscriber,Male,1954,68,60-69,Monday,Carmine St & 6 Ave to E 19 St & 3 Ave
6145337,20/06/2017,8:10,6/20/2017,8:31,1239,E 13 St & Avenue A,E 40 St & 5 Ave,Subscriber,Male,1981,41,40-49,Tuesday,E 13 St & Avenue A to E 40 St & 5 Ave
60804,04/01/2017,16:57,1/4/2017,17:06,582,5 Ave & E 78 St,E 65 St & 2 Ave,Subscriber,Male,1987,35,30-39,Wednesday,5 Ave & E 78 St to E 65 St & 2 Ave
6157470,20/06/2017,11:41,6/20/2017,12:13,1909,E 55 St & 2 Ave,E 81 St & 3 Ave,Subscriber,Female,1973,49,40-49,Tuesday,E 55 St & 2 Ave to E 81 St & 3 Ave
97974,05/01/2017,19:28,1/5/2017,19:35,398,W 43 St & 6 Ave,W 33 St & 7 Ave,Subscriber,Male,1964,58,50-59,Thursday,W 43 St & 6 Ave to W 33 St & 7 Ave
1531863,01/03/2017,9:33,3/1/2017,9:36,174,York St & Jay St,Old Fulton St,Subscriber,Male,1977,45,40-49,Wednesday,York St & Jay St to Old Fulton St
3836835,06/05/2017,13:27,5/6/2017,13:53,1559,E 10 St & Avenue A,W 45 St & 8 Ave,Subscriber,Male,1971,51,50-59,Saturday,E 10 St & Avenue A to W 45 St & 8 Ave
4603213,21/05/2017,13:23,5/21/2017,13:41,1061,Myrtle Ave & Lewis Ave,DeKalb Ave & S Portland Ave,Subscriber,Female,1985,37,30-39,Sunday,Myrtle Ave & Lewis Ave to DeKalb Ave & S Portland Ave
5578346,09/06/2017,16:19,6/9/2017,16:26,394,Murray St & Greenwich St,Front St & Maiden Ln,Subscriber,Male,1963,59,50-59,Friday,Murray St & Greenwich St to Front St & Maiden Ln
6727845,29/06/2017,16:10,6/29/2017,16:19,558,E 33 St & 5 Ave,W 22 St & 8 Ave,Subscriber,Male,1965,57,50-59,Thursday,E 33 St & 5 Ave to W 22 St & 8 Ave
638046,28/01/2017,13:52,1/28/2017,13:56,218,9 Ave & W 22 St,W 20 St & 7 Ave,Subscriber,Female,1968,54,50-59,Saturday,9 Ave & W 22 St to W 20 St & 7 Ave
5767534,12/06/2017,20:45,6/12/2017,20:56,713,W 20 St & 11 Ave,6 Ave & Canal St,Subscriber,Male,1985,37,30-39,Monday,W 20 St & 11 Ave to 6 Ave & Canal St
5610896,10/06/2017,8:54,6/10/2017,8:57,205,Henry St & Poplar St,Hicks St & Montague St,Subscriber,Male,1981,41,40-49,Saturday,Henry St & Poplar St to Hicks St & Montague St
6675217,28/06/2017,18:24,6/28/2017,18:32,451,University Pl & E 14 St,Mercer St & Bleecker St,Subscriber,Male,1956,66,60-69,Wednesday,University Pl & E 14 St to Mercer St & Bleecker St
5292881,04/06/2017,13:01,6/4/2017,13:09,480,E 91 St & Park Ave,Central Park W & W 96 St,Subscriber,Male,1998,24,20-29,Sunday,E 91 St & Park Ave to Central Park W & W 96 St
508616,23/01/2017,13:54,1/23/2017,14:00,364,E 17 St & Broadway,W 4 St & 7 Ave S,Subscriber,Male,1980,42,40-49,Monday,E 17 St & Broadway to W 4 St & 7 Ave S
6094716,18/06/2017,20:41,6/18/2017,20:56,879,DeKalb Ave & Hudson Ave,Emerson Pl & Myrtle Ave,Subscriber,Female,1982,40,40-49,Sunday,DeKalb Ave & Hudson Ave to Emerson Pl & Myrtle Ave
13019,01/01/2017,18:26,1/1/2017,18:38,732,W 43 St & 10 Ave,W 24 St & 7 Ave,Subscriber,Male,1967,55,50-59,Sunday,W 43 St & 10 Ave to W 24 St & 7 Ave
4841890,26/05/2017,17:51,5/26/2017,17:57,383,E 2 St & 2 Ave,E 2 St & Avenue B,Non_Subscriber,Male,1981,41,40-49,Friday,E 2 St & 2 Ave to E 2 St & Avenue B
164991,10/01/2017,16:10,1/10/2017,16:16,412,W 18 St & 6 Ave,Washington Pl & 6 Ave,Subscriber,Male,1987,35,30-39,Tuesday,W 18 St & 6 Ave to Washington Pl & 6 Ave
6485193,25/06/2017,18:37,6/25/2017,19:08,1898,9 Ave & W 22 St,Murray St & Greenwich St,Non_Subscriber,Male,1981,41,40-49,Sunday,9 Ave & W 22 St to Murray St & Greenwich St
2708797,12/04/2017,18:18,4/12/2017,18:23,286,Willoughby St & Fleet St,Clinton Ave & Myrtle Ave,Subscriber,Male,1967,55,50-59,Wednesday,Willoughby St & Fleet St to Clinton Ave & Myrtle Ave
5437998,07/06/2017,13:20,6/7/2017,13:28,444,Watts St & Greenwich St,Greenwich Ave & 8 Ave,Subscriber,Male,1992,30,30-39,Wednesday,Watts St & Greenwich St to Greenwich Ave & 8 Ave
333045,16/01/2017,19:09,1/16/2017,19:21,689,E 27 St & 1 Ave,E 7 St & Avenue A,Subscriber,Male,1989,33,30-39,Monday,E 27 St & 1 Ave to E 7 St & Avenue A
2914400,16/04/2017,20:12,4/16/2017,20:31,1123,Cleveland Pl & Spring St,Vesey Pl & River Terrace,Non_Subscriber,Male,1981,41,40-49,Sunday,Cleveland Pl & Spring St to Vesey Pl & River Terrace
5612834,10/06/2017,9:43,6/10/2017,9:48,306,Liberty St & Broadway,West St & Chambers St,Subscriber,Female,1966,56,50-59,Saturday,Liberty St & Broadway to West St & Chambers St
1656022,05/03/2017,20:29,3/5/2017,20:34,335,Barrow St & Hudson St,Greenwich St & Hubert St,Subscriber,Female,1973,49,40-49,Sunday,Barrow St & Hudson St to Greenwich St & Hubert St
5519049,08/06/2017,17:38,6/8/2017,17:48,586,W 52 St & 6 Ave,1 Ave & E 62 St,Subscriber,Male,1981,41,40-49,Thursday,W 52 St & 6 Ave to 1 Ave & E 62 St
3311490,26/04/2017,8:27,4/26/2017,8:32,331,Driggs Ave & N Henry St,Graham Ave & Conselyea St,Subscriber,Female,1981,41,40-49,Wednesday,Driggs Ave & N Henry St to Graham Ave & Conselyea St
1992476,22/03/2017,19:31,3/22/2017,19:36,323,Suffolk St & Stanton St,Henry St & Grand St,Subscriber,Female,1979,43,40-49,Wednesday,Suffolk St & Stanton St to Henry St & Grand St
1228070,21/02/2017,8:40,2/21/2017,9:06,1534,E 85 St & 3 Ave,W 38 St & 8 Ave,Subscriber,Male,1981,41,40-49,Tuesday,E 85 St & 3 Ave to W 38 St & 8 Ave
4838030,26/05/2017,17:04,5/26/2017,17:35,1844,Greenwich Ave & 8 Ave,Amsterdam Ave & W 82 St,Subscriber,Male,1969,53,50-59,Friday,Greenwich Ave & 8 Ave to Amsterdam Ave & W 82 St
3730330,03/05/2017,19:33,5/3/2017,19:35,127,Richardson St & N Henry St,Driggs Ave & N Henry St,Subscriber,Male,1986,36,30-39,Wednesday,Richardson St & N Henry St to Driggs Ave & N Henry St
4744323,24/05/2017,12:18,5/24/2017,12:22,250,8 Ave & W 33 St,W 34 St & 11 Ave,Subscriber,Male,1968,54,50-59,Wednesday,8 Ave & W 33 St to W 34 St & 11 Ave
1336431,24/02/2017,5:58,2/24/2017,6:07,548,MacDougal St & Prince St,University Pl & E 14 St,Subscriber,Male,1991,31,30-39,Friday,MacDougal St & Prince St to University Pl & E 14 St
3499018,29/04/2017,16:57,4/29/2017,17:01,251,Old Fulton St,York St & Jay St,Subscriber,Female,1993,29,20-29,Saturday,Old Fulton St to York St & Jay St
5224207,03/06/2017,9:46,6/3/2017,9:49,152,Lexington Ave & E 24 St,E 17 St & Broadway,Subscriber,Male,1989,33,30-39,Saturday,Lexington Ave & E 24 St to E 17 St & Broadway
90239,05/01/2017,16:29,1/5/2017,16:35,393,Stanton St & Chrystie St,Bialystoker Pl & Delancey St,Subscriber,Male,1967,55,50-59,Thursday,Stanton St & Chrystie St to Bialystoker Pl & Delancey St
5028629,31/05/2017,7:53,5/31/2017,8:10,1044,W 13 St & Hudson St,Bus Slip & State St,Subscriber,Male,1958,64,60-69,Wednesday,W 13 St & Hudson St to Bus Slip & State St
2151889,28/03/2017,17:39,3/28/2017,17:58,1154,5 Ave & E 78 St,E 55 St & Lexington Ave,Subscriber,Male,1986,36,30-39,Tuesday,5 Ave & E 78 St to E 55 St & Lexington Ave
1614133,03/03/2017,16:13,3/3/2017,16:16,157,Bus Slip & State St,South St & Gouverneur Ln,Subscriber,Male,1959,63,60-69,Friday,Bus Slip & State St to South St & Gouverneur Ln
3679761,03/05/2017,5:47,5/3/2017,5:51,263,W 42 St & 8 Ave,W 53 St & 10 Ave,Subscriber,Male,1983,39,30-39,Wednesday,W 42 St & 8 Ave to W 53 St & 10 Ave
2046243,24/03/2017,17:03,3/24/2017,17:13,576,Broadway & E 14 St,Allen St & Rivington St,Subscriber,Male,1952,70,70-79,Friday,Broadway & E 14 St to Allen St & Rivington St
2797272,14/04/2017,13:40,4/14/2017,13:47,425,Bond St & Schermerhorn St,Concord St & Bridge St,Subscriber,Male,1983,39,30-39,Friday,Bond St & Schermerhorn St to Concord St & Bridge St
2336276,03/04/2017,16:59,4/3/2017,17:09,595,Front St & Maiden Ln,Leonard St & Church St,Subscriber,Male,1977,45,40-49,Monday,Front St & Maiden Ln to Leonard St & Church St
1650797,05/03/2017,15:57,3/5/2017,16:05,446,8 Ave & W 52 St,E 59 St & Madison Ave,Subscriber,Male,1975,47,40-49,Sunday,8 Ave & W 52 St to E 59 St & Madison Ave
2222971,30/03/2017,16:24,3/30/2017,16:40,953,Cadman Plaza West & Montague St,Willoughby Ave & Hall St,Subscriber,Female,1976,46,40-49,Thursday,Cadman Plaza West & Montague St to Willoughby Ave & Hall St
5229439,03/06/2017,11:28,6/3/2017,11:32,264,Grand St & Elizabeth St,St James Pl & Oliver St,Subscriber,Male,1986,36,30-39,Saturday,Grand St & Elizabeth St to St James Pl & Oliver St
6124133,19/06/2017,14:16,6/19/2017,14:26,626,Mercer St & Bleecker St,E 2 St & Avenue C,Subscriber,Female,1978,44,40-49,Monday,Mercer St & Bleecker St to E 2 St & Avenue C
2986961,18/04/2017,9:52,4/18/2017,9:56,255,Rivington St & Chrystie St,W Broadway & Spring St,Subscriber,Male,1990,32,30-39,Tuesday,Rivington St & Chrystie St to W Broadway & Spring St
484619,22/01/2017,12:59,1/22/2017,13:17,1104,Central Park W & W 96 St,Central Park West & W 76 St,Non_Subscriber,Male,1981,41,40-49,Sunday,Central Park W & W 96 St to Central Park West & W 76 St
6513933,26/06/2017,10:08,6/26/2017,10:11,210,W 18 St & 6 Ave,W 25 St & 6 Ave,Subscriber,Male,1986,36,30-39,Monday,W 18 St & 6 Ave to W 25 St & 6 Ave
4066898,11/05/2017,0:02,5/11/2017,0:09,443,Bayard St & Baxter St,Duane St & Greenwich St,Subscriber,Male,1990,32,30-39,Thursday,Bayard St & Baxter St to Duane St & Greenwich St
5910105,15/06/2017,9:44,6/15/2017,9:57,778,Lafayette St & E 8 St,W 37 St & Broadway,Subscriber,Male,1983,39,30-39,Thursday,Lafayette St & E 8 St to W 37 St & Broadway
525383,24/01/2017,22:36,1/24/2017,22:51,935,W 100 St & Manhattan Ave,W 100 St & Manhattan Ave,Subscriber,Female,1971,51,50-59,Tuesday,W 100 St & Manhattan Ave to W 100 St & Manhattan Ave
4476647,19/05/2017,6:45,5/19/2017,6:57,693,9 Ave & W 22 St,E 27 St & 1 Ave,Subscriber,Male,1981,41,40-49,Friday,9 Ave & W 22 St to E 27 St & 1 Ave
6202918,21/06/2017,0:51,6/21/2017,0:59,478,Graham Ave & Withers St,Leonard St & Boerum St,Subscriber,Male,1981,41,40-49,Wednesday,Graham Ave & Withers St to Leonard St & Boerum St
2700762,12/04/2017,16:58,4/12/2017,17:08,629,W 26 St & 10 Ave,W 46 St & 11 Ave,Non_Subscriber,Male,1981,41,40-49,Wednesday,W 26 St & 10 Ave to W 46 St & 11 Ave
2521692,09/04/2017,6:42,4/9/2017,6:48,373,Catherine St & Monroe St,Stanton St & Chrystie St,Subscriber,Male,1988,34,30-39,Sunday,Catherine St & Monroe St to Stanton St & Chrystie St
5032247,31/05/2017,8:40,5/31/2017,9:04,1427,E 5 St & Avenue C,South End Ave & Liberty St,Subscriber,Female,1981,41,40-49,Wednesday,E 5 St & Avenue C to South End Ave & Liberty St
5644424,10/06/2017,17:07,6/10/2017,17:54,2812,W 46 St & 11 Ave,Central Park W & W 96 St,Non_Subscriber,Male,1981,41,40-49,Saturday,W 46 St & 11 Ave to Central Park W & W 96 St
2653382,11/04/2017,17:41,4/11/2017,17:55,833,W 43 St & 6 Ave,Central Park West & W 68 St,Non_Subscriber,Male,1981,41,40-49,Tuesday,W 43 St & 6 Ave to Central Park West & W 68 St
5709658,11/06/2017,20:41,6/11/2017,20:47,354,Graham Ave & Conselyea St,Bedford Ave & Nassau Ave,Subscriber,Male,1985,37,30-39,Sunday,Graham Ave & Conselyea St to Bedford Ave & Nassau Ave
6424275,24/06/2017,17:09,6/24/2017,17:24,905,W 92 St & Broadway,Broadway & W 60 St,Subscriber,Male,1982,40,40-49,Saturday,W 92 St & Broadway to Broadway & W 60 St
4072316,11/05/2017,7:51,5/11/2017,8:08,1052,E 75 St & 3 Ave,Broadway & W 41 St,Subscriber,Male,1994,28,20-29,Thursday,E 75 St & 3 Ave to Broadway & W 41 St
3134923,21/04/2017,15:09,4/21/2017,15:16,414,W 27 St & 7 Ave,W 26 St & 10 Ave,Subscriber,Male,1962,60,60-69,Friday,W 27 St & 7 Ave to W 26 St & 10 Ave
5912605,15/06/2017,10:38,6/15/2017,10:45,382,E 25 St & 2 Ave,5 Ave & E 29 St,Subscriber,Male,1983,39,30-39,Thursday,E 25 St & 2 Ave to 5 Ave & E 29 St
3429349,28/04/2017,15:16,4/28/2017,15:19,167,West St & Chambers St,Warren St & Church St,Subscriber,Male,1975,47,40-49,Friday,West St & Chambers St to Warren St & Church St
2335375,03/04/2017,16:44,4/3/2017,17:01,1036,E 39 St & 3 Ave,E 85 St & 3 Ave,Subscriber,Male,1961,61,60-69,Monday,E 39 St & 3 Ave to E 85 St & 3 Ave
5212058,02/06/2017,20:05,6/2/2017,20:10,347,W 67 St & Broadway,W 54 St & 9 Ave,Subscriber,Female,1972,50,50-59,Friday,W 67 St & Broadway to W 54 St & 9 Ave
6632689,28/06/2017,8:00,6/28/2017,8:05,285,Central Park West & W 85 St,Riverside Dr & W 82 St,Subscriber,Female,1952,70,70-79,Wednesday,Central Park West & W 85 St to Riverside Dr & W 82 St
6577293,27/06/2017,10:07,6/27/2017,10:11,240,E 40 St & 5 Ave,Broadway & W 36 St,Subscriber,Male,1986,36,30-39,Tuesday,E 40 St & 5 Ave to Broadway & W 36 St
789042,02/02/2017,18:30,2/2/2017,18:38,480,E 39 St & 3 Ave,Broadway & W 36 St,Subscriber,Female,1988,34,30-39,Thursday,E 39 St & 3 Ave to Broadway & W 36 St
533071,25/01/2017,8:54,1/25/2017,9:03,563,1 Ave & E 18 St,8 Ave & W 16 St,Subscriber,Male,1988,34,30-39,Wednesday,1 Ave & E 18 St to 8 Ave & W 16 St
1161267,19/02/2017,12:05,2/19/2017,12:19,809,E 11 St & 1 Ave,Great Jones St,Subscriber,Female,1987,35,30-39,Sunday,E 11 St & 1 Ave to Great Jones St
1460540,27/02/2017,16:24,2/27/2017,16:33,482,W 43 St & 10 Ave,8 Ave & W 52 St,Subscriber,Female,1985,37,30-39,Monday,W 43 St & 10 Ave to 8 Ave & W 52 St
413501,19/01/2017,18:05,1/19/2017,18:19,843,Division St & Bowery,Broadway & E 14 St,Subscriber,Male,1998,24,20-29,Thursday,Division St & Bowery to Broadway & E 14 St
1774470,09/03/2017,9:20,3/9/2017,9:38,1071,William St & Pine St,W 14 St & The High Line,Subscriber,Male,1994,28,20-29,Thursday,William St & Pine St to W 14 St & The High Line
4245289,15/05/2017,12:54,5/15/2017,12:58,247,Court St & State St,Henry St & Degraw St,Subscriber,Male,1981,41,40-49,Monday,Court St & State St to Henry St & Degraw St
6636090,28/06/2017,8:35,6/28/2017,8:39,224,Broadway & W 41 St,Pershing Square North,Subscriber,Male,1991,31,30-39,Wednesday,Broadway & W 41 St to Pershing Square North
4347329,17/05/2017,6:54,5/17/2017,6:59,344,2 Ave & E 96 St,Madison Ave & E 99 St,Subscriber,Male,1985,37,30-39,Wednesday,2 Ave & E 96 St to Madison Ave & E 99 St
1723451,08/03/2017,8:03,3/8/2017,8:12,542,W 92 St & Broadway,Cathedral Pkwy & Broadway,Subscriber,Male,1950,72,70-79,Wednesday,W 92 St & Broadway to Cathedral Pkwy & Broadway
5370049,05/06/2017,22:27,6/5/2017,22:44,1007,Broadway & Berry St,Lafayette Ave & Fort Greene Pl,Subscriber,Male,1984,38,30-39,Monday,Broadway & Berry St to Lafayette Ave & Fort Greene Pl
5990561,16/06/2017,16:00,6/16/2017,16:28,1641,Broadway & W 49 St,Murray St & West St,Subscriber,Male,1971,51,50-59,Friday,Broadway & W 49 St to Murray St & West St
945491,08/02/2017,16:16,2/8/2017,16:21,346,South End Ave & Liberty St,Bus Slip & State St,Subscriber,Female,1966,56,50-59,Wednesday,South End Ave & Liberty St to Bus Slip & State St
4605460,21/05/2017,13:49,5/21/2017,14:00,613,Allen St & Rivington St,E 23 St & 1 Ave,Subscriber,Male,1971,51,50-59,Sunday,Allen St & Rivington St to E 23 St & 1 Ave
1257792,22/02/2017,7:32,2/22/2017,7:37,268,E 35 St & 3 Ave,E 47 St & 2 Ave,Subscriber,Male,1991,31,30-39,Wednesday,E 35 St & 3 Ave to E 47 St & 2 Ave
6471975,25/06/2017,15:29,6/25/2017,15:45,989,LaGuardia Pl & W 3 St,Suffolk St & Stanton St,Subscriber,Female,1971,51,50-59,Sunday,LaGuardia Pl & W 3 St to Suffolk St & Stanton St
5546689,09/06/2017,8:07,6/9/2017,8:12,282,Pier 40 - Hudson River Park,Carmine St & 6 Ave,Subscriber,Male,1991,31,30-39,Friday,Pier 40 - Hudson River Park to Carmine St & 6 Ave
2567163,10/04/2017,7:24,4/10/2017,7:30,349,Pershing Square North,2 Ave & E 31 St,Subscriber,Male,1975,47,40-49,Monday,Pershing Square North to 2 Ave & E 31 St
5400568,06/06/2017,18:14,6/6/2017,18:29,893,W 20 St & 11 Ave,W 4 St & 7 Ave S,Subscriber,Female,1970,52,50-59,Tuesday,W 20 St & 11 Ave to W 4 St & 7 Ave S
6437691,24/06/2017,20:49,6/24/2017,21:01,755,West St & Chambers St,Greenwich Ave & 8 Ave,Subscriber,Male,1981,41,40-49,Saturday,West St & Chambers St to Greenwich Ave & 8 Ave
594062,26/01/2017,21:36,1/26/2017,21:39,201,E 76 St & 3 Ave,E 80 St & 2 Ave,Subscriber,Male,1988,34,30-39,Thursday,E 76 St & 3 Ave to E 80 St & 2 Ave
3419616,28/04/2017,12:22,4/28/2017,12:34,695,William St & Pine St,Murray St & West St,Subscriber,Male,1990,32,30-39,Friday,William St & Pine St to Murray St & West St
4432667,18/05/2017,12:10,5/18/2017,12:18,461,W 43 St & 6 Ave,W 43 St & 10 Ave,Subscriber,Male,1947,75,70-79,Thursday,W 43 St & 6 Ave to W 43 St & 10 Ave
2783819,14/04/2017,9:11,4/14/2017,9:15,223,Columbus Ave & W 72 St,W 63 St & Broadway,Subscriber,Male,1974,48,40-49,Friday,Columbus Ave & W 72 St to W 63 St & Broadway
6726492,29/06/2017,15:48,6/29/2017,16:01,797,Duane St & Greenwich St,South End Ave & Liberty St,Non_Subscriber,Male,1981,41,40-49,Thursday,Duane St & Greenwich St to South End Ave & Liberty St
2315732,03/04/2017,8:22,4/3/2017,8:26,262,Avenue D & E 12 St,E 20 St & FDR Drive,Subscriber,Male,1985,37,30-39,Monday,Avenue D & E 12 St to E 20 St & FDR Drive
5689895,11/06/2017,15:21,6/11/2017,15:28,424,1 Ave & E 44 St,E 55 St & 2 Ave,Subscriber,Female,1956,66,60-69,Sunday,1 Ave & E 44 St to E 55 St & 2 Ave
5506007,08/06/2017,14:28,6/8/2017,14:38,612,5 Ave & E 88 St,Central Park North & Adam Clayton Powell Blvd,Non_Subscriber,Male,1981,41,40-49,Thursday,5 Ave & E 88 St to Central Park North & Adam Clayton Powell Blvd
2394909,05/04/2017,9:33,4/5/2017,9:51,1091,West St & Chambers St,W 21 St & 6 Ave,Subscriber,Male,1951,71,70-79,Wednesday,West St & Chambers St to W 21 St & 6 Ave
6131499,19/06/2017,16:49,6/19/2017,16:59,584,Emerson Pl & Myrtle Ave,Myrtle Ave & Lewis Ave,Subscriber,Male,1962,60,60-69,Monday,Emerson Pl & Myrtle Ave to Myrtle Ave & Lewis Ave
273552,13/01/2017,17:34,1/13/2017,17:39,290,Broadway & W 60 St,Columbus Ave & W 72 St,Subscriber,Male,1972,50,50-59,Friday,Broadway & W 60 St to Columbus Ave & W 72 St
